ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
108,ndumunmd,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
109,ndumunmd,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
110,ndumunmd,Table7,Adj is not verb & NAdj,8-4,,
111,ndumunmd,Table13,Adj is not verb & NAdj & NNum,12-8,,
112,nzadi,Table7,Adj is not verb & NAdj,8-4,,
113,nzadi,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
114,nzadi,Table13,Adj is not verb & NAdj & NNum,12-8,,
115,luvaleluv,Table7,Adj is not verb & NAdj,8-4,,
116,luvaleluv,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
117,luvaleluv,Table13,Adj is not verb & NAdj & NNum,12-8,,
118,lundalun,Table7,Adj is not verb & NAdj,8-4,,
119,lundalun,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
120,lundalun,Table13,Adj is not verb & NAdj & NNum,12-8,,
121,kwangalikwn,Table7,Adj is not verb & NAdj,8-4,,
122,kwangalikwn,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
123,kwangalikwn,Table13,Adj is not verb & NAdj & NNum,12-8,,
124,tunentvu,Table7,Adj is not verb & NAdj,8-4,,
125,tunentvu,Table8,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,9-4,,
126,tunentvu,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
127,tunentvu,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
128,tunentvu,Table13,Adj is not verb & NAdj & NNum,12-8,,
129,akoosebss,Table1,Dem-N-A-Num,1-3,,hh:g:Hedinger:Akoose[34]
130,akoosebss,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
131,akoosebss,Table8,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,9-4,,
132,akoosebss,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
133,bakueribri,Table1,Dem-N-Num-A,1-7,,hh:s:Kagaya:Bakueri[25-26]
134,etoneto,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
135,etoneto,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
136,kakokkj,Table1,A-N-Dem-Num,1-15,,hh:s:Ernst:Kako[121]
137,kakokkj,Table5,Lg lacks numeral classifiers & Num further from noun than Dem,6-4,,
138,kakokkj,Table7,Adj is not verb & AdjN,8-3,,
139,kakokkj,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
140,kakokkj,Table9,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,10-4,,
141,kakokkj,Table13,Adj is not verb & AdjN & NNum,12-6,,
142,kenyangken,Table1,N-A-Dem-Num,1-5,,hh:typ:Ramirez:Kenyang[28]
143,aghemagq,Table1,N-A-Dem-Num,1-5,,eballiso2009:54293[27]
144,aghemagq,Table3,Adj is verb & Adj closer to noun than Num,4-1,,
145,aghemagq,Table4,Adj is verb & Adj closer to noun than Dem,5-1,,
146,aghemagq,Table5,Lg lacks numeral classifiers & Num further from noun than Dem,6-4,,
147,aghemagq,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
148,aghemagq,Table7,Adj is verb & NAdj,8-2,,
149,aghemagq,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
150,aghemagq,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
151,aghemagq,Table13,Adj is verb & NAdj & NNum,12-4,,
152,mmenbfm,Table8,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,9-4,,
153,mmenbfm,Table9,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,10-4,,
154,babungobav,Table1,N-A-Dem-Num,1-5,,hh:g:Schaub:Babungo[77]
155,babungobav,Table5,Lg lacks numeral classifiers & Num further from noun than Dem,6-4,,
156,babungobav,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
157,babungobav,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
158,babungobav,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
159,mundanimnf,Table1,N-A-Dem-Num,1-5,,hh:typ:Parker:Mundani[168]
160,mundanimnf,Table5,Lg lacks numeral classifiers & Num further from noun than Dem,6-4,,
161,mundanimnf,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
162,mundanimnf,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
163,mundanimnf,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
164,mungbammij,Table1,N-A-Num-Dem,1-1,,hh:g:Lovegren:Mungbam[176]
165,mungbammij,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
166,mungbammij,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
167,mungbammij,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
168,mungbammij,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
169,mungbammij,Table7,Adj is not verb & NAdj,8-4,,
170,mungbammij,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
171,mungbammij,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
172,mungbammij,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
173,mungbammij,Table13,Adj is not verb & NAdj & NNum,12-8,,
174,nchanencr,Table1,N-Dem-Num-A,1-10,,hh:s:Boutwell:Nchane[9]
175,nchanencr,Table5,Lg lacks numeral classifiers & Num further from noun than Dem,6-4,,
176,nchanencr,Table6,Lg lacks numeral classifiers & Adj further from noun than Num,7-4,,
177,nchanencr,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
178,nchanencr,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
179,tikartik,Table1,N-A-Num-Dem,1-1,,hh:g:Stanley:Tikar[211]
180,tikartik,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
181,tikartik,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
182,tikartik,Table7,Adj is not verb & NAdj,8-4,,
183,tikartik,Table13,Adj is not verb & NAdj & NNum,12-8,,
184,nupenup,Table1,N-A-Dem-Num,1-5,,hh:s:Smith:Nupe[19-20]
185,nupenup,Table3,Adj is verb & Adj closer to noun than Num,4-1,,
186,nupenup,Table4,Adj is verb & Adj closer to noun than Dem,5-1,,
187,nupenup,Table5,Lg lacks numeral classifiers & Num further from noun than Dem,6-4,,
188,nupenup,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
189,nupenup,Table7,Adj is verb & NAdj,8-2,,
190,nupenup,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
191,nupenup,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
192,nupenup,Table13,Adj is verb & NAdj & NNum,12-4,,
193,gwarigbr,Table1,N-A-Num-Dem,1-1,,hh:g:HymanMagaji:Gwari[46]
194,gwarigbr,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
195,gwarigbr,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
196,gwarigbr,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
197,gwarigbr,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
198,yorubayor,Table1,N-A-Num-Dem,1-1,,hh:g:Bamgbose:Yoruba[124];hh:g:Rowlands:Yoruba[125]
199,igedeige,Table1,N-A-Num-Dem,1-1,,hh:s:Bergman:Igede[18]
200,igedeige,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
201,igedeige,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
202,igedeige,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
203,igedeige,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
204,engennienn,Table1,N-A-Num-Dem,1-1,,hh:g:Thomas:Engenni[114]
205,engennienn,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
206,engennienn,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
207,engennienn,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
208,engennienn,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
209,engennienn,Table7,Adj is not verb & NAdj,8-4,,
210,engennienn,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
211,engennienn,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
212,engennienn,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
213,engennienn,Table13,Adj is not verb & NAdj & NNum,12-8,,
214,igboibo,Table1,N-A-Num-Dem,1-1,,hh:g:Emenanjo:Igbo[80]
215,igboibo,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
216,igboibo,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
217,igboibo,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
218,igboibo,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
219,igboibo,Table7,Adj is not verb & NAdj,8-4,,
220,igboibo,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
221,igboibo,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
222,igboibo,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
223,igboibo,Table13,Adj is not verb & NAdj & NNum,12-8,,
224,ikaikk,Table1,N-A-Num-Dem,1-1,,hh:typ:Maho:Ika[21]
225,ikaikk,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
226,ikaikk,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
227,ikaikk,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
228,ikaikk,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
229,ikaikk,Table7,Adj is not verb & NAdj,8-4,,
230,ikaikk,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
231,ikaikk,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
232,ikaikk,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
233,ikaikk,Table13,Adj is not verb & NAdj & NNum,12-8,,
234,kutebkub,Table7,Adj is not verb & NAdj,8-4,,
235,kutebkub,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
236,kutebkub,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
237,kutebkub,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
238,kutebkub,Table13,Adj is not verb & NAdj & NNum,12-8,,
239,jukunjbu,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
240,jukunjbu,Table7,Adj is not verb & NAdj,8-4,,
241,jukunjbu,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
242,jukunjbu,Table13,Adj is not verb & NAdj & NNum,12-8,,
243,migilimgi,Table1,N-Num-A-Dem,1-9,,hh:g:Stofberg:Migili[232]
244,migilimgi,Table3,Adj is not verb & Adj further from noun than Num,4-4,,
245,migilimgi,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
246,migilimgi,Table7,Adj is not verb & NAdj,8-4,,
247,migilimgi,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
248,migilimgi,Table13,Adj is not verb & NAdj & NNum,12-8,,
249,birombom,Table1,N-A-Num-Dem,1-1,,"hh:g:Bouquiaux:Birom[276, 278]"
250,birombom,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
251,birombom,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
252,birombom,Table7,Adj is not verb & NAdj,8-4,,
253,birombom,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
254,birombom,Table13,Adj is not verb & NAdj & NNum,12-8,,
255,fyempym,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
256,ikaankcf,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
257,ikaankcf,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
258,ikaankcf,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
259,ogbronuagumogu,Table8,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,9-4,,
260,ogbronuagumogu,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
261,oboloann,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
262,oboloann,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
263,kanaogo,Table8,Lg has numeral classifiers & Num and Dem occur on different sides of noun,9-2,,
264,efikefi,Table1,A-N-Num-Dem,1-13,,"hh:typ:Mensah:Efik:Noun-Phrases[97, 101]"
265,efikefi,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
266,efikefi,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
267,efikefi,Table9,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,10-4,,
268,ibibioibb,Table1,A-N-Num-Dem,1-13,,hh:g:Kaufman:Ibibio[189]
269,ibibioibb,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
270,ibibioibb,Table7,Adj is verb & AdjN,8-1,,
271,ibibioibb,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
272,ibibioibb,Table9,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,10-4,,
273,ibibioibb,Table13,Adj is verb & AdjN & NNum,12-2,,
274,leggboagb,Table1,N-A-Num-Dem,1-1,,hyman2002
275,dukadud,Table7,Adj is not verb & NAdj,8-4,,
276,dukadud,Table8,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,9-4,,
277,dukadud,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
278,dukadud,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
279,dukadud,Table13,Adj is not verb & NAdj & NNum,12-8,,
280,amoamo,Table7,Adj is not verb & NAdj,8-4,,
281,amoamo,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
282,amoamo,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
283,amoamo,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
284,amoamo,Table13,Adj is not verb & NAdj & NNum,12-8,,
285,semesif,Table8,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,9-4,,
286,semesif,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
287,akanaka,Table1,N-A-Num-Dem,1-1,,wals:1070[106]
288,akanaka,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
289,akanaka,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
290,akanaka,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
291,akanaka,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
292,anufocko,Table1,Dem-N-A-Num,1-3,,hh:g:Smye:Anufo[41]
293,anufocko,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
294,anufocko,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
295,anufocko,Table7,Adj is not verb & NAdj,8-4,,
296,anufocko,Table8,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,9-4,,
297,anufocko,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
298,anufocko,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
299,anufocko,Table13,Adj is not verb & NAdj & NNum,12-8,,
300,bauletul,Table1,N-A-Num-Dem,1-1,,hh:s:NGuessan:Baoule[296]
301,nkonyanko,Table1,N-A-Num-Dem,1-1,,hh:g:Painter:Gonja[282]
302,chumburungncu,Table1,N-A-Num-Dem,1-1,,hh:g:Hansford:Chumburung[71]
303,chumburungncu,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
304,chumburungncu,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
305,chumburungncu,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
306,chumburungncu,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
307,ebrieebr,Table1,N-A-Num-Dem,1-1,,hh:s:Bole-Richard:Ebrie[334]
308,ebrieebr,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
309,ebrieebr,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
310,ebrieebr,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
311,ebrieebr,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
312,seleesnw,Table1,N-A-Num-Dem,1-1,,hh:g:Agbetsoamedo:Selee[27]
313,seleesnw,Table3,Adj is verb & Adj closer to noun than Num,4-1,,
314,seleesnw,Table4,Adj is verb & Adj closer to noun than Dem,5-1,,
315,seleesnw,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
316,seleesnw,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
317,seleesnw,Table7,Adj is verb & NAdj,8-2,,
318,seleesnw,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
319,seleesnw,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
320,seleesnw,Table13,Adj is verb & NAdj & NNum,12-4,,
321,logbalgq,Table1,N-A-Num-Dem,1-1,,hh:g:Dorvlo:Logba[69]
322,logbalgq,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
323,logbalgq,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
324,logbalgq,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
325,logbalgq,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
326,logbalgq,Table7,Adj is not verb & NAdj,8-4,,
327,logbalgq,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
328,logbalgq,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
329,logbalgq,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
330,logbalgq,Table13,Adj is not verb & NAdj & NNum,12-8,,
331,igoahl,Table1,N-A-Num-Dem,1-1,,hh:g:Gblem:Igo[187]
332,igoahl,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
333,igoahl,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
334,igoahl,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
335,igoahl,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
